Test Case,Latency
There is a hurricane in Florida,0.13776111602783203
There is a hurricane in Florida,0.05114412307739258
There is a hurricane in Florida,0.051673173904418945
There is a hurricane in Florida,0.06028890609741211
There is a hurricane in Florida,0.05716514587402344
There is a hurricane in Florida,0.07963991165161133
There is a hurricane in Florida,0.05662798881530762
There is a hurricane in Florida,0.12319064140319824
There is a hurricane in Florida,0.06008505821228027
There is a hurricane in Florida,0.05177593231201172
There is a hurricane in Florida,0.050230979919433594
There is a hurricane in Florida,0.052169084548950195
There is a hurricane in Florida,0.05844688415527344
There is a hurricane in Florida,0.055654048919677734
There is a hurricane in Florida,0.054292917251586914
There is a hurricane in Florida,0.14185404777526855
There is a hurricane in Florida,0.0554351806640625
There is a hurricane in Florida,0.0546717643737793
There is a hurricane in Florida,0.052542924880981445
There is a hurricane in Florida,0.06245708465576172
There is a hurricane in Florida,0.06671309471130371
There is a hurricane in Florida,0.053034067153930664
There is a hurricane in Florida,0.05898594856262207
There is a hurricane in Florida,0.11977076530456543
There is a hurricane in Florida,0.09903478622436523
There is a hurricane in Florida,0.05805230140686035
There is a hurricane in Florida,0.07376623153686523
There is a hurricane in Florida,0.06640410423278809
There is a hurricane in Florida,0.05057382583618164
There is a hurricane in Florida,0.062151193618774414
There is a hurricane in Florida,0.11534404754638672
There is a hurricane in Florida,0.06903505325317383
There is a hurricane in Florida,0.07235002517700195
There is a hurricane in Florida,0.0679771900177002
There is a hurricane in Florida,0.08538484573364258
There is a hurricane in Florida,0.07286787033081055
There is a hurricane in Florida,0.15597176551818848
There is a hurricane in Florida,0.0709080696105957
There is a hurricane in Florida,0.07769989967346191
There is a hurricane in Florida,0.07121419906616211
There is a hurricane in Florida,0.08492207527160645
There is a hurricane in Florida,0.09579610824584961
There is a hurricane in Florida,0.12286710739135742
There is a hurricane in Florida,0.07748103141784668
There is a hurricane in Florida,0.09111189842224121
There is a hurricane in Florida,0.0820169448852539
There is a hurricane in Florida,0.11764907836914062
There is a hurricane in Florida,0.15618610382080078
There is a hurricane in Florida,0.07833695411682129
There is a hurricane in Florida,0.06433916091918945
There is a hurricane in Florida,0.07071900367736816
There is a hurricane in Florida,0.08176279067993164
There is a hurricane in Florida,0.10825705528259277
There is a hurricane in Florida,0.12097930908203125
There is a hurricane in Florida,0.10062408447265625
There is a hurricane in Florida,0.09159493446350098
There is a hurricane in Florida,0.08137083053588867
There is a hurricane in Florida,0.2703580856323242
There is a hurricane in Florida,0.07111501693725586
There is a hurricane in Florida,0.08242201805114746
There is a hurricane in Florida,0.06578302383422852
There is a hurricane in Florida,0.11935710906982422
There is a hurricane in Florida,0.07099008560180664
There is a hurricane in Florida,0.1567821502685547
There is a hurricane in Florida,0.06790399551391602
There is a hurricane in Florida,0.07703781127929688
There is a hurricane in Florida,0.0975790023803711
There is a hurricane in Florida,0.08090901374816895
There is a hurricane in Florida,0.21372604370117188
There is a hurricane in Florida,0.0627131462097168
There is a hurricane in Florida,0.06792211532592773
There is a hurricane in Florida,0.05992698669433594
There is a hurricane in Florida,0.07567691802978516
There is a hurricane in Florida,0.07074189186096191
There is a hurricane in Florida,0.12084579467773438
There is a hurricane in Florida,0.060890913009643555
There is a hurricane in Florida,0.08358192443847656
There is a hurricane in Florida,0.09105110168457031
There is a hurricane in Florida,0.0665290355682373
There is a hurricane in Florida,0.0723428726196289
There is a hurricane in Florida,0.14004111289978027
There is a hurricane in Florida,0.06087088584899902
There is a hurricane in Florida,0.05963301658630371
There is a hurricane in Florida,0.08836817741394043
There is a hurricane in Florida,0.05926513671875
There is a hurricane in Florida,0.07528805732727051
There is a hurricane in Florida,0.06339097023010254
There is a hurricane in Florida,0.12333416938781738
There is a hurricane in Florida,0.06970024108886719
There is a hurricane in Florida,0.09586834907531738
There is a hurricane in Florida,0.06415700912475586
There is a hurricane in Florida,0.06110739707946777
There is a hurricane in Florida,0.08992624282836914
There is a hurricane in Florida,0.13893413543701172
There is a hurricane in Florida,0.0795748233795166
